"CELL_LINE_NAME","DRUG_ID","DRUG_NAME","LN_IC50"
"SAS",1047,"Nutlin-3a (-)",3.452197
"CFPAC1",1047,"Nutlin-3a (-)",3.295219
"OE33",1047,"Nutlin-3a (-)",4.942709
"TE4",1047,"Nutlin-3a (-)",4.342095
"FU97",1047,"Nutlin-3a (-)",4.449727
"NCIH1975",1047,"Nutlin-3a (-)",4.855998
"SW156",1047,"Nutlin-3a (-)",2.775261
"BICR78",1047,"Nutlin-3a (-)",3.895578
"EPLC272H",1047,"Nutlin-3a (-)",4.387169
"OAW42",1047,"Nutlin-3a (-)",3.691203
"HCC38",1047,"Nutlin-3a (-)",4.798964
"CAL51",1047,"Nutlin-3a (-)",2.059202
"NCIH1650",1047,"Nutlin-3a (-)",1.311287
"LS123",1047,"Nutlin-3a (-)",4.757824
"NCIH441",1047,"Nutlin-3a (-)",4.152816
"NCIH1869",1047,"Nutlin-3a (-)",3.981673
"HCC1937",1047,"Nutlin-3a (-)",4.519175
"TGBC1TKB",1047,"Nutlin-3a (-)",4.478231
"LCLC97TM1",1047,"Nutlin-3a (-)",4.37779
"YAPC",1047,"Nutlin-3a (-)",5.158765
"HCT116",1047,"Nutlin-3a (-)",1.137181
"JHH7",1047,"Nutlin-3a (-)",4.43128
"NCIH2170",1047,"Nutlin-3a (-)",4.052863
"HEC1",1047,"Nutlin-3a (-)",2.876237
"CAL27",1047,"Nutlin-3a (-)",3.797576
"KNS62",1047,"Nutlin-3a (-)",5.21323
"OE21",1047,"Nutlin-3a (-)",2.757184
"SW1710",1047,"Nutlin-3a (-)",4.370391
"A431",1047,"Nutlin-3a (-)",4.103059
"SKGT4",1047,"Nutlin-3a (-)",4.210951
"KMRC1",1047,"Nutlin-3a (-)",2.308201
"A704",1047,"Nutlin-3a (-)",3.475493
"HDQP1",1047,"Nutlin-3a (-)",5.086266
"647V",1047,"Nutlin-3a (-)",3.987852
"NCIH2444",1047,"Nutlin-3a (-)",5.026022
"KYSE70",1047,"Nutlin-3a (-)",3.27217
"SW954",1047,"Nutlin-3a (-)",1.225254
"JIMT1",1047,"Nutlin-3a (-)",4.335035
"HCC827",1047,"Nutlin-3a (-)",2.987989
"CORL23",1047,"Nutlin-3a (-)",2.555274
"CAL851",1047,"Nutlin-3a (-)",4.782273
"OSC20",1047,"Nutlin-3a (-)",3.820306
"PECAPJ15",1047,"Nutlin-3a (-)",3.492022
"OAW28",1047,"Nutlin-3a (-)",3.845325
"A549",1047,"Nutlin-3a (-)",1.44441
"VMRCRCW",1047,"Nutlin-3a (-)",2.679897
"KP3",1047,"Nutlin-3a (-)",3.855319
"KLE",1047,"Nutlin-3a (-)",5.444252
"JHOS4",1047,"Nutlin-3a (-)",5.233281
"HCC2157",1047,"Nutlin-3a (-)",4.621293
"NCIH1781",1047,"Nutlin-3a (-)",4.755062
"HCC78",1047,"Nutlin-3a (-)",4.302839
"HCC1143",1047,"Nutlin-3a (-)",4.893577
"FUOV1",1047,"Nutlin-3a (-)",4.290486
"PEO1",1047,"Nutlin-3a (-)",4.720384
"NCIH747",1047,"Nutlin-3a (-)",2.183554
"TE10",1047,"Nutlin-3a (-)",4.446477
"NCIH1651",1047,"Nutlin-3a (-)",4.468238
"PANC0403",1047,"Nutlin-3a (-)",4.700268
"HCC70",1047,"Nutlin-3a (-)",2.998703
"MS751",1047,"Nutlin-3a (-)",4.312813
"RMGI",1047,"Nutlin-3a (-)",2.266281
"KYSE450",1047,"Nutlin-3a (-)",3.467256
"PATU8902",1047,"Nutlin-3a (-)",4.725482
"KMRC20",1047,"Nutlin-3a (-)",3.69924
"PANC0327",1047,"Nutlin-3a (-)",4.287586
"NCIH1623",1047,"Nutlin-3a (-)",4.798054
"SNU449",1047,"Nutlin-3a (-)",5.218425
"KU1919",1047,"Nutlin-3a (-)",4.323243
"JHH4",1047,"Nutlin-3a (-)",4.259549
"SW1990",1047,"Nutlin-3a (-)",4.693685
"HPAC",1047,"Nutlin-3a (-)",4.005682
"SCC25",1047,"Nutlin-3a (-)",4.684459
"OSC19",1047,"Nutlin-3a (-)",3.409711
"KYSE510",1047,"Nutlin-3a (-)",4.117742
"HCC1187",1047,"Nutlin-3a (-)",3.685428
"HT3",1047,"Nutlin-3a (-)",4.751561
"KYSE520",1047,"Nutlin-3a (-)",4.788765
"JHOS2",1047,"Nutlin-3a (-)",3.32551
"KYSE150",1047,"Nutlin-3a (-)",3.428743
"SCC4",1047,"Nutlin-3a (-)",3.926903
"SAT",1047,"Nutlin-3a (-)",3.421291
"EFO27",1047,"Nutlin-3a (-)",4.099246
"MFE319",1047,"Nutlin-3a (-)",3.160585
"HTCC3",1047,"Nutlin-3a (-)",3.917047
"SUIT2",1047,"Nutlin-3a (-)",2.258659
"NCIH1944",1047,"Nutlin-3a (-)",2.58357
"HSC2",1047,"Nutlin-3a (-)",4.264598
"CAL33",1047,"Nutlin-3a (-)",3.079922
"HT1376",1047,"Nutlin-3a (-)",4.62621
"EKVX",1047,"Nutlin-3a (-)",5.080783
"BHY",1047,"Nutlin-3a (-)",3.941507
"SCC15",1047,"Nutlin-3a (-)",3.842284
"PC3",1047,"Nutlin-3a (-)",3.869045
"SISO",1047,"Nutlin-3a (-)",4.487061
"TE6",1047,"Nutlin-3a (-)",4.464552
"NCIH2342",1047,"Nutlin-3a (-)",4.367874
"HT1197",1047,"Nutlin-3a (-)",2.893051
"CAL12T",1047,"Nutlin-3a (-)",3.668626
"NCIH28",1047,"Nutlin-3a (-)",1.680018
"NCIH1437",1047,"Nutlin-3a (-)",3.482365
"NCIH596",1047,"Nutlin-3a (-)",5.326037
"CAL29",1047,"Nutlin-3a (-)",2.776577
"KYSE410",1047,"Nutlin-3a (-)",4.351581
"PANC1005",1047,"Nutlin-3a (-)",4.579266
"HCC1954",1047,"Nutlin-3a (-)",2.594647
"TE9",1047,"Nutlin-3a (-)",4.341728
"SNGM",1047,"Nutlin-3a (-)",1.275937
"DANG",1047,"Nutlin-3a (-)",4.273978
"UWB1289",1047,"Nutlin-3a (-)",5.277733
"HARA",1047,"Nutlin-3a (-)",3.990619
"HCC366",1047,"Nutlin-3a (-)",4.831573
"5637",1047,"Nutlin-3a (-)",4.125907
"OVISE",1047,"Nutlin-3a (-)",1.26417
"KURAMOCHI",1047,"Nutlin-3a (-)",5.4603
"769P",1047,"Nutlin-3a (-)",1.865458
"NCIH2291",1047,"Nutlin-3a (-)",5.616192
"CAKI1",1047,"Nutlin-3a (-)",1.591884
"PANC0813",1047,"Nutlin-3a (-)",3.852495
"KON",1047,"Nutlin-3a (-)",2.840577
"LU65",1047,"Nutlin-3a (-)",4.298431
"NCIH1693",1047,"Nutlin-3a (-)",4.308483
"C4I",1047,"Nutlin-3a (-)",4.732296
"BFTC905",1047,"Nutlin-3a (-)",4.063062
"SKGT2",1047,"Nutlin-3a (-)",3.134748
"NCIH1666",1047,"Nutlin-3a (-)",2.487793
"ECGI10",1047,"Nutlin-3a (-)",4.55793
"NCIH1648",1047,"Nutlin-3a (-)",3.025148
"VMRCRCZ",1047,"Nutlin-3a (-)",4.577721
"NCIH1838",1047,"Nutlin-3a (-)",5.105327
"COLO680N",1047,"Nutlin-3a (-)",4.399196
"KYSE270",1047,"Nutlin-3a (-)",2.560962
"OV17R",1047,"Nutlin-3a (-)",4.609258
"TE11",1047,"Nutlin-3a (-)",3.360844
"TE1",1047,"Nutlin-3a (-)",5.114116
"RL952",1047,"Nutlin-3a (-)",3.836859
"RERFLCKJ",1047,"Nutlin-3a (-)",4.055348
"KYSE180",1047,"Nutlin-3a (-)",3.902746
"SKOV3",1047,"Nutlin-3a (-)",4.040446
"NCIH647",1047,"Nutlin-3a (-)",4.476749
"NCIH2085",1047,"Nutlin-3a (-)",2.693597
"RCC10RGB",1047,"Nutlin-3a (-)",2.939651
"CORL105",1047,"Nutlin-3a (-)",3.155535
"NCIH1573",1047,"Nutlin-3a (-)",3.127894
"EFO21",1047,"Nutlin-3a (-)",3.815984
"RERFGC1B",1047,"Nutlin-3a (-)",4.321785
"HCC1569",1047,"Nutlin-3a (-)",3.519115
"CAPAN2",1047,"Nutlin-3a (-)",5.263016
"JEG3",1047,"Nutlin-3a (-)",2.611844
"EBC1",1047,"Nutlin-3a (-)",4.155799
"OC314",1047,"Nutlin-3a (-)",4.325221
"RT112",1047,"Nutlin-3a (-)",3.321297
"MFE280",1047,"Nutlin-3a (-)",4.544754
"IGROV1",1047,"Nutlin-3a (-)",2.671832
"HCC1806",1047,"Nutlin-3a (-)",3.602137
"A253",1047,"Nutlin-3a (-)",4.785569
"NCIH2228",1047,"Nutlin-3a (-)",4.309195
"PANC0203",1047,"Nutlin-3a (-)",4.903116
"CAL54",1047,"Nutlin-3a (-)",1.420499
"NCIH2347",1047,"Nutlin-3a (-)",4.477834
"OSRC2",1047,"Nutlin-3a (-)",1.715316
"NCIH2087",1047,"Nutlin-3a (-)",2.000488
"TE8",1047,"Nutlin-3a (-)",4.494912
"NCIH358",1047,"Nutlin-3a (-)",1.836793
"FADU",1047,"Nutlin-3a (-)",4.571152
"VAESBJ",1047,"Nutlin-3a (-)",0.984668
"NCIH2110",1047,"Nutlin-3a (-)",3.962846
"OVCAR4",1047,"Nutlin-3a (-)",4.532633
"NCIH2122",1047,"Nutlin-3a (-)",1.651188
"BT20",1047,"Nutlin-3a (-)",5.084793
"HCC15",1047,"Nutlin-3a (-)",4.627637
"HSC3",1047,"Nutlin-3a (-)",3.168478
"JHH1",1047,"Nutlin-3a (-)",2.797032
"NCIH2030",1047,"Nutlin-3a (-)",3.334015
"MDAMB468",1047,"Nutlin-3a (-)",4.286207
"SW780",1047,"Nutlin-3a (-)",0.996032
"OV56",1047,"Nutlin-3a (-)",4.208112
"NUGC3",1047,"Nutlin-3a (-)",3.605052
"NCIH1568",1047,"Nutlin-3a (-)",4.871194
"OVKATE",1047,"Nutlin-3a (-)",6.360852
"NCIH3122",1047,"Nutlin-3a (-)",4.216225
"KP2",1047,"Nutlin-3a (-)",3.745276
"TE15",1047,"Nutlin-3a (-)",4.562984
"COLO678",1047,"Nutlin-3a (-)",2.501858
"KOSC2",1047,"Nutlin-3a (-)",4.865013
"OVTOKO",1047,"Nutlin-3a (-)",1.219013
"BICR22",1047,"Nutlin-3a (-)",3.949456
"OV90",1047,"Nutlin-3a (-)",4.257457
"BPH1",1047,"Nutlin-3a (-)",3.060505
"NCIH2009",1047,"Nutlin-3a (-)",4.156009
"NCIH1793",1047,"Nutlin-3a (-)",3.410431
"PC14",1047,"Nutlin-3a (-)",4.426852
"A498",1047,"Nutlin-3a (-)",3.98856
"A388",1047,"Nutlin-3a (-)",4.632196
"TE5",1047,"Nutlin-3a (-)",4.19021
"OVCAR5",1047,"Nutlin-3a (-)",4.752442
"NCIH292",1047,"Nutlin-3a (-)",1.406123
"TOV21G",1047,"Nutlin-3a (-)",0.802624
"NCIH1355",1047,"Nutlin-3a (-)",3.861912
"SCC9",1047,"Nutlin-3a (-)",4.871039
"NCIH2405",1047,"Nutlin-3a (-)",4.110553
"JAR",1047,"Nutlin-3a (-)",1.988466
"PSN1",1047,"Nutlin-3a (-)",4.081886
"NCIH2023",1047,"Nutlin-3a (-)",3.154801
"ACHN",1047,"Nutlin-3a (-)",3.196052
"SU8686",1047,"Nutlin-3a (-)",4.241272
"SKN",1047,"Nutlin-3a (-)",3.533592
"BFTC909",1047,"Nutlin-3a (-)",4.009321
"YKG1",1047,"Nutlin-3a (-)",3.867271
"LOUNH91",1047,"Nutlin-3a (-)",4.712076
"LCLC103H",1047,"Nutlin-3a (-)",2.778922
"U87MG",1047,"Nutlin-3a (-)",5.061186
"AM38",1047,"Nutlin-3a (-)",1.536185
"SF295",1047,"Nutlin-3a (-)",3.233254
"SKNAS",1047,"Nutlin-3a (-)",3.887627
"GAMG",1047,"Nutlin-3a (-)",4.378839
"LXF289",1047,"Nutlin-3a (-)",3.147755
"SW1573",1047,"Nutlin-3a (-)",3.037702
"IALM",1047,"Nutlin-3a (-)",4.302478
"RH18",1047,"Nutlin-3a (-)",0.752192
"KALS1",1047,"Nutlin-3a (-)",3.032181
"NCIH650",1047,"Nutlin-3a (-)",5.152401
"RKO",1047,"Nutlin-3a (-)",1.103759
"NCIH1755",1047,"Nutlin-3a (-)",4.328829
"NCIH2052",1047,"Nutlin-3a (-)",3.174958
"LN18",1047,"Nutlin-3a (-)",3.986959
"T98G",1047,"Nutlin-3a (-)",3.701003
"NOS1",1047,"Nutlin-3a (-)",4.209593
"SW1271",1047,"Nutlin-3a (-)",4.835552
"SJSA1",1047,"Nutlin-3a (-)",1.264171
"U118MG",1047,"Nutlin-3a (-)",4.814364
"SW1088",1047,"Nutlin-3a (-)",2.366251
"ISTMES1",1047,"Nutlin-3a (-)",1.443653
"NCIH2172",1047,"Nutlin-3a (-)",5.382775
"SF539",1047,"Nutlin-3a (-)",3.791499
"CAL72",1047,"Nutlin-3a (-)",4.894215
"SKHEP1",1047,"Nutlin-3a (-)",1.249518
"SF268",1047,"Nutlin-3a (-)",4.981221
"SKLMS1",1047,"Nutlin-3a (-)",3.8978
"H4",1047,"Nutlin-3a (-)",0.118977
"NCIH1915",1047,"Nutlin-3a (-)",3.432215
"GI1",1047,"Nutlin-3a (-)",3.327598
"J82",1047,"Nutlin-3a (-)",2.960633
"KP4",1047,"Nutlin-3a (-)",3.229548
"HOS",1047,"Nutlin-3a (-)",3.219416
"ES2",1047,"Nutlin-3a (-)",4.648523
"RPMI7951",1047,"Nutlin-3a (-)",3.924806
"MG63",1047,"Nutlin-3a (-)",5.379488
"MDAMB157",1047,"Nutlin-3a (-)",3.10271
"TT2609C02",1047,"Nutlin-3a (-)",3.258032
"SF126",1047,"Nutlin-3a (-)",4.542091
"SNB75",1047,"Nutlin-3a (-)",5.425502
"SKMES1",1047,"Nutlin-3a (-)",3.795511
"UMUC3",1047,"Nutlin-3a (-)",3.855802
"ASH3",1047,"Nutlin-3a (-)",4.566392
"OV7",1047,"Nutlin-3a (-)",3.65498
"T24",1047,"Nutlin-3a (-)",3.485003
"NCIH2452",1047,"Nutlin-3a (-)",5.076998
"NCIH226",1047,"Nutlin-3a (-)",1.656423
"SKNSH",1047,"Nutlin-3a (-)",0.632298
"MDST8",1047,"Nutlin-3a (-)",2.264533
"IHH4",1047,"Nutlin-3a (-)",0.92204
"JHH2",1047,"Nutlin-3a (-)",4.751746
"MDAMB231",1047,"Nutlin-3a (-)",4.383711
"HCC44",1047,"Nutlin-3a (-)",3.545946
"CAL78",1047,"Nutlin-3a (-)",4.834877
"FTC133",1047,"Nutlin-3a (-)",4.176758
"OVCAR8",1047,"Nutlin-3a (-)",4.248191
"NCIH1703",1047,"Nutlin-3a (-)",2.695098
"8505C",1047,"Nutlin-3a (-)",3.541172
"42MGBA",1047,"Nutlin-3a (-)",4.211937
"MDAMB436",1047,"Nutlin-3a (-)",4.284976
"FLO1",1047,"Nutlin-3a (-)",5.048516
"U2OS",1047,"Nutlin-3a (-)",0.899758
"8305C",1047,"Nutlin-3a (-)",5.1533
"GB1",1047,"Nutlin-3a (-)",3.772892
"SW1783",1047,"Nutlin-3a (-)",4.325128
"GCT",1047,"Nutlin-3a (-)",3.894541
"ESS1",1047,"Nutlin-3a (-)",3.680626
"8MGBA",1047,"Nutlin-3a (-)",4.219309
"NCIH460",1047,"Nutlin-3a (-)",1.543923
"HOP62",1047,"Nutlin-3a (-)",4.328987
"ML1",1047,"Nutlin-3a (-)",2.852369
"GIMEN",1047,"Nutlin-3a (-)",2.091361
"A427",1047,"Nutlin-3a (-)",2.125365
"HT1080",1047,"Nutlin-3a (-)",1.522687
"HCC1395",1047,"Nutlin-3a (-)",5.03515
"MPP89",1047,"Nutlin-3a (-)",4.737979
"NCIH1563",1047,"Nutlin-3a (-)",2.491195
"SNU423",1047,"Nutlin-3a (-)",4.757427
"NCIH838",1047,"Nutlin-3a (-)",4.856165
"NCIH196",1047,"Nutlin-3a (-)",2.59818
"BHT101",1047,"Nutlin-3a (-)",2.388506
"CAS1",1047,"Nutlin-3a (-)",5.209398
"KNS42",1047,"Nutlin-3a (-)",4.845971
"TCCSUP",1047,"Nutlin-3a (-)",4.251736
"A172",1047,"Nutlin-3a (-)",1.025205
"MSTO211H",1047,"Nutlin-3a (-)",0.638664
"KS1",1047,"Nutlin-3a (-)",1.132881
"BCPAP",1047,"Nutlin-3a (-)",3.523143
"NCIH1792",1047,"Nutlin-3a (-)",4.021131
"RERFLCMS",1047,"Nutlin-3a (-)",4.84804
"SKUT1",1047,"Nutlin-3a (-)",3.815941
"DBTRG05MG",1047,"Nutlin-3a (-)",1.973019
"RO82W1",1047,"Nutlin-3a (-)",2.949781
"HOP92",1047,"Nutlin-3a (-)",4.112503
"CAL62",1047,"Nutlin-3a (-)",4.041851
"CAL120",1047,"Nutlin-3a (-)",3.569672
"ONS76",1047,"Nutlin-3a (-)",1.426443
"SW982",1047,"Nutlin-3a (-)",1.327556
"PATU8988T",1047,"Nutlin-3a (-)",3.961727
"SNU387",1047,"Nutlin-3a (-)",5.392595
"NCIH1299",1047,"Nutlin-3a (-)",4.10868
"RD",1047,"Nutlin-3a (-)",3.780114
"SW756",1047,"Nutlin-3a (-)",4.939659
"YH13",1047,"Nutlin-3a (-)",3.841016
"BT549",1047,"Nutlin-3a (-)",5.003733
"NCIH23",1047,"Nutlin-3a (-)",3.270731
"JHH6",1047,"Nutlin-3a (-)",3.343257
"RKN",1047,"Nutlin-3a (-)",3.586382
"NMCG1",1047,"Nutlin-3a (-)",2.665325
"639V",1047,"Nutlin-3a (-)",3.179261
"LOXIMVI",1047,"Nutlin-3a (-)",1.324327
"LK2",1047,"Nutlin-3a (-)",4.5802
"NCIH446",1047,"Nutlin-3a (-)",4.658869
"TT",1047,"Nutlin-3a (-)",1.36048
"TT",1047,"Nutlin-3a (-)",4.418986
"EN",1047,"Nutlin-3a (-)",5.329811
"HGC27",1047,"Nutlin-3a (-)",3.151238
"DMS273",1047,"Nutlin-3a (-)",4.27466
"NCIH69",1047,"Nutlin-3a (-)",4.754763
"D283MED",1047,"Nutlin-3a (-)",0.973081
"DMS114",1047,"Nutlin-3a (-)",4.987739
"NCIH716",1047,"Nutlin-3a (-)",2.498932
"OACM51",1047,"Nutlin-3a (-)",4.980063
"ECC10",1047,"Nutlin-3a (-)",3.020606
"NCIH1048",1047,"Nutlin-3a (-)",4.189817
"SKES1",1047,"Nutlin-3a (-)",3.71709
"DU4475",1047,"Nutlin-3a (-)",1.2795
"SKPNDW",1047,"Nutlin-3a (-)",3.252264
"MHHES1",1047,"Nutlin-3a (-)",4.707591
"NCIH1876",1047,"Nutlin-3a (-)",4.632049
"NCIH2081",1047,"Nutlin-3a (-)",4.718286
"NCIH524",1047,"Nutlin-3a (-)",3.350194
"LU165",1047,"Nutlin-3a (-)",4.928057
"COLO684",1047,"Nutlin-3a (-)",4.343257
"CHP126",1047,"Nutlin-3a (-)",1.597266
"MESSA",1047,"Nutlin-3a (-)",2.32002
"NCIH211",1047,"Nutlin-3a (-)",3.009783
"NCIH810",1047,"Nutlin-3a (-)",4.473908
"SBC5",1047,"Nutlin-3a (-)",3.788431
"OVK18",1047,"Nutlin-3a (-)",1.297537
"NCIH661",1047,"Nutlin-3a (-)",2.647199
"NCIH146",1047,"Nutlin-3a (-)",3.977427
"BEN",1047,"Nutlin-3a (-)",2.167939
"CHP134",1047,"Nutlin-3a (-)",1.231394
"NCIH1341",1047,"Nutlin-3a (-)",4.118181
"NCIH1092",1047,"Nutlin-3a (-)",4.182208
"22RV1",1047,"Nutlin-3a (-)",2.326591
"MHHNB11",1047,"Nutlin-3a (-)",1.373013
"COLO668",1047,"Nutlin-3a (-)",4.393243
"LU135",1047,"Nutlin-3a (-)",4.671538
"G402",1047,"Nutlin-3a (-)",1.541786
"CADOES1",1047,"Nutlin-3a (-)",2.77149
"LU134A",1047,"Nutlin-3a (-)",4.380728
"TC71",1047,"Nutlin-3a (-)",4.578256
"SIMA",1047,"Nutlin-3a (-)",2.404193
"KPNYN",1047,"Nutlin-3a (-)",5.005238
"RH41",1047,"Nutlin-3a (-)",2.291862
"CORL88",1047,"Nutlin-3a (-)",4.528264
"SKNFI",1047,"Nutlin-3a (-)",4.320874
"CHP212",1047,"Nutlin-3a (-)",0.604192
"NCIH1155",1047,"Nutlin-3a (-)",3.530291
"DMS53",1047,"Nutlin-3a (-)",5.05951
"SNU1",1047,"Nutlin-3a (-)",2.24241
"PA1",1047,"Nutlin-3a (-)",0.369485
"NCIH522",1047,"Nutlin-3a (-)",4.004078
"NB1",1047,"Nutlin-3a (-)",2.526795
"NH12",1047,"Nutlin-3a (-)",1.587152
"NCIH1105",1047,"Nutlin-3a (-)",4.259833
"SHP77",1047,"Nutlin-3a (-)",1.58043
"A204",1047,"Nutlin-3a (-)",0.819107
"NCIH209",1047,"Nutlin-3a (-)",3.915757
"HEMCSS",1047,"Nutlin-3a (-)",1.631885
"NCIH526",1047,"Nutlin-3a (-)",4.311109
"MFE296",1047,"Nutlin-3a (-)",2.053231
"NCIH520",1047,"Nutlin-3a (-)",4.274417
"NCIH841",1047,"Nutlin-3a (-)",4.623613
"TOV112D",1047,"Nutlin-3a (-)",3.626844
"SKNDZ",1047,"Nutlin-3a (-)",4.396534
"NCIH82",1047,"Nutlin-3a (-)",4.053596
"A2780",1047,"Nutlin-3a (-)",3.384238
"SNU398",1047,"Nutlin-3a (-)",4.506816
"NCIH2227",1047,"Nutlin-3a (-)",5.01019
"SW13",1047,"Nutlin-3a (-)",4.076983
"KELLY",1047,"Nutlin-3a (-)",4.268904
"AN3CA",1047,"Nutlin-3a (-)",3.83545
"CORL95",1047,"Nutlin-3a (-)",5.033888
"CORL279",1047,"Nutlin-3a (-)",3.774828
"G401",1047,"Nutlin-3a (-)",1.381516
"GOTO",1047,"Nutlin-3a (-)",1.431093
"NCIH1694",1047,"Nutlin-3a (-)",3.978913
"KYM1",1047,"Nutlin-3a (-)",1.593738
"DMS79",1047,"Nutlin-3a (-)",4.752887
"QGP1",1047,"Nutlin-3a (-)",5.606239
"NCIH2029",1047,"Nutlin-3a (-)",4.520145
"C33A",1047,"Nutlin-3a (-)",4.647224
"NCIH1836",1047,"Nutlin-3a (-)",4.9835
"TGW",1047,"Nutlin-3a (-)",3.421366
"NCIH1581",1047,"Nutlin-3a (-)",3.489959
"COLO824",1047,"Nutlin-3a (-)",4.649077
"PFSK1",1047,"Nutlin-3a (-)",3.49779
"NCIH1436",1047,"Nutlin-3a (-)",4.907404
"A673",1047,"Nutlin-3a (-)",4.074078
"DEL",1047,"Nutlin-3a (-)",3.1113
"L428",1047,"Nutlin-3a (-)",4.531204
"MHHCALL2",1047,"Nutlin-3a (-)",2.880364
"REH",1047,"Nutlin-3a (-)",1.773014
"HT",1047,"Nutlin-3a (-)",4.102312
"RS411",1047,"Nutlin-3a (-)",0.762544
"NUDUL1",1047,"Nutlin-3a (-)",2.193009
"VAL",1047,"Nutlin-3a (-)",1.824839
"L1236",1047,"Nutlin-3a (-)",4.254044
"OCILY19",1047,"Nutlin-3a (-)",0.534349
"WSUNHL",1047,"Nutlin-3a (-)",3.590556
"KMH2",1047,"Nutlin-3a (-)",2.199035
"KMH2",1047,"Nutlin-3a (-)",4.121208
"697",1047,"Nutlin-3a (-)",0.7307
"SUDHL8",1047,"Nutlin-3a (-)",4.219808
"SUPM2",1047,"Nutlin-3a (-)",1.026674
"NAMALWA",1047,"Nutlin-3a (-)",3.564566
"LP1",1047,"Nutlin-3a (-)",3.381501
"KMS11",1047,"Nutlin-3a (-)",3.191725
"PF382",1047,"Nutlin-3a (-)",3.41913
"MM1S",1047,"Nutlin-3a (-)",1.339883
"MC116",1047,"Nutlin-3a (-)",3.311455
"CA46",1047,"Nutlin-3a (-)",4.583304
"DB",1047,"Nutlin-3a (-)",2.571039
"OCILY7",1047,"Nutlin-3a (-)",2.202783
"OPM2",1047,"Nutlin-3a (-)",4.284092
"KARPAS620",1047,"Nutlin-3a (-)",4.119054
"HH",1047,"Nutlin-3a (-)",3.450413
"BV173",1047,"Nutlin-3a (-)",0.383165
"RL",1047,"Nutlin-3a (-)",4.500254
"DOHH2",1047,"Nutlin-3a (-)",1.020169
"EJM",1047,"Nutlin-3a (-)",4.242903
"GA10",1047,"Nutlin-3a (-)",4.273134
"NCIH929",1047,"Nutlin-3a (-)",1.176125
"KOPN8",1047,"Nutlin-3a (-)",1.397052
"L540",1047,"Nutlin-3a (-)",1.047609
"A3KAW",1047,"Nutlin-3a (-)",1.380286
"RCHACV",1047,"Nutlin-3a (-)",0.840236
"MOLT16",1047,"Nutlin-3a (-)",-0.108846
"RPMI8402",1047,"Nutlin-3a (-)",3.357193
"AMO1",1047,"Nutlin-3a (-)",1.464807
"SUDHL6",1047,"Nutlin-3a (-)",3.129389
"JJN3",1047,"Nutlin-3a (-)",4.21588
"JVM2",1047,"Nutlin-3a (-)",2.80488
"P12ICHIKAWA",1047,"Nutlin-3a (-)",3.630092
"KARPAS422",1047,"Nutlin-3a (-)",4.673651
"RPMI8226",1047,"Nutlin-3a (-)",3.16981
"SUDHL5",1047,"Nutlin-3a (-)",0.768352
"MOLP8",1047,"Nutlin-3a (-)",2.916741
"KE37",1047,"Nutlin-3a (-)",3.094164
"LOUCY",1047,"Nutlin-3a (-)",2.923495
"SUDHL4",1047,"Nutlin-3a (-)",3.23426
"SUPT1",1047,"Nutlin-3a (-)",4.287068
"P30OHK",1047,"Nutlin-3a (-)",1.782583
"DND41",1047,"Nutlin-3a (-)",4.121585
"NALM6",1047,"Nutlin-3a (-)",0.673756
"BL41",1047,"Nutlin-3a (-)",3.492197
"GRANTA519",1047,"Nutlin-3a (-)",1.691333
"HDLM2",1047,"Nutlin-3a (-)",4.405582
"WSUDLCL2",1047,"Nutlin-3a (-)",4.074075
"SLVL",1047,"Nutlin-3a (-)",2.712512
"JM1",1047,"Nutlin-3a (-)",1.851308
"SKMM2",1047,"Nutlin-3a (-)",5.03082
"KARPAS299",1047,"Nutlin-3a (-)",3.589436
"JVM3",1047,"Nutlin-3a (-)",0.98307
"SUDHL10",1047,"Nutlin-3a (-)",3.250832
"EHEB",1047,"Nutlin-3a (-)",2.880024
"L363",1047,"Nutlin-3a (-)",3.544216
"JEKO1",1047,"Nutlin-3a (-)",2.899772
"ST486",1047,"Nutlin-3a (-)",3.699121
"ALLSIL",1047,"Nutlin-3a (-)",2.750128
"RCK8",1047,"Nutlin-3a (-)",2.258518
"SUPB15",1047,"Nutlin-3a (-)",0.085689
"CMLT1",1047,"Nutlin-3a (-)",2.263164
"SW837",1047,"Nutlin-3a (-)",4.675004
"AGS",1047,"Nutlin-3a (-)",1.313808
"HT29",1047,"Nutlin-3a (-)",5.070986
"CW2",1047,"Nutlin-3a (-)",3.150912
"HT55",1047,"Nutlin-3a (-)",4.981978
"SNU81",1047,"Nutlin-3a (-)",4.525453
"CAPAN1",1047,"Nutlin-3a (-)",5.389388
"NCIH508",1047,"Nutlin-3a (-)",5.447229
"CL11",1047,"Nutlin-3a (-)",3.98022
"SNUC1",1047,"Nutlin-3a (-)",4.908395
"TGBC11TKB",1047,"Nutlin-3a (-)",4.787496
"HCT15",1047,"Nutlin-3a (-)",5.126452
"SNU61",1047,"Nutlin-3a (-)",5.862869
"RCM1",1047,"Nutlin-3a (-)",4.794688
"SKCO1",1047,"Nutlin-3a (-)",2.013548
"T84",1047,"Nutlin-3a (-)",4.952165
"HPAFII",1047,"Nutlin-3a (-)",4.899848
"NUGC4",1047,"Nutlin-3a (-)",2.627267
"SNU5",1047,"Nutlin-3a (-)",4.117313
"KATOIII",1047,"Nutlin-3a (-)",4.655045
"OE19",1047,"Nutlin-3a (-)",4.961228
